response,predictor,r2_part,R2_model,p,F_val,estimate,effect_size,effect_size_st,lambda,formula,Dimens,AG_BG,Ecos_Function,Tr_Group,Trophic_level,flux_out_stock,flux_in_stock,Explanations to response
BG.Decomposers_BG.Omnivores,th.ef,0,0.08169829226758304,0.9932190814991415,7.273876371105236e-5,-0.0038598899512187384,-6.622275808213229e-4,-1.5169635558004218e-4,0.10000000000000009,(BG.Decomposers_BG.Omnivores ^ lambda -1)/lambda ~ block + th.ef + log2(sowndiv) + leg.ef + gr.ef + sh.ef,flow,BG,Predation,NA,NA,BG.Decomposers,BG.Omnivores,Predation of BG Decomposers by BG Omnivores
BG.Decomposers_BG.Omnivores,FDis_pa,0.006,0.08707765664059743,0.5228149974286945,0.41247265865500143,-3.907161571403276,-0.8444704718904457,-0.021880602927880195,0.10000000000000009,(BG.Decomposers_BG.Omnivores ^ lambda -1)/lambda ~ block + FDis_pa + log2(sowndiv) + leg.ef + gr.ef + sh.ef + th.ef,flow,BG,Predation,NA,NA,BG.Decomposers,BG.Omnivores,Predation of BG Decomposers by BG Omnivores
BG.Decomposers_BG.Omnivores,FDis,0.005,0.020398703102578398,0.5507543697301852,0.35924896339222356,3.8959229696823785,0.6471476787201417,0.01829750938194286,0.10000000000000009,(BG.Decomposers_BG.Omnivores ^ lambda -1)/lambda ~ block + FDis + log2(sowndiv),flow,BG,Predation,NA,NA,BG.Decomposers,BG.Omnivores,Predation of BG Decomposers by BG Omnivores
BG.Decomposers_BG.Omnivores,FDbranch,0.007,0.010750384483288591,0.4763868717431412,0.5122546844967788,-0.05211772864213318,-0.006111900415871286,-0.007832153757374664,0.10000000000000009,(BG.Decomposers_BG.Omnivores ^ lambda -1)/lambda ~ block + FDbranch,flow,BG,Predation,NA,NA,BG.Decomposers,BG.Omnivores,Predation of BG Decomposers by BG Omnivores
SOM_BG.Omnivores,sowndiv,0.001,0.22701238468404797,0.7767849901802766,0.08099273762765351,-0.03995615122703993,-0.0011337176634331702,-0.0034494419518703396,0,log(SOM_BG.Omnivores) ~ block + log2(sowndiv) + leg.ef + gr.ef + sh.ef + th.ef,flow,BG,Decomposition,NA,NA,SOM,BG.Omnivores,Decomposition by BG Omnivores
SOM_BG.Omnivores,numfg,0.086,0.1962290567467053,0.010323147371148369,6.927904118081402,0.5082164836065803,0.18677382204960616,0.05100730316559075,0,log(SOM_BG.Omnivores) ~ block + numfg + log2(sowndiv),flow,BG,Decomposition,NA,NA,SOM,BG.Omnivores,Decomposition by BG Omnivores
SOM_BG.Omnivores,leg.ef,0.028,0.22701238468404797,0.15567075228872648,2.0592947426974866,0.548216482548787,0.15266267317893123,0.018041683380560763,0,log(SOM_BG.Omnivores) ~ block + leg.ef + log2(sowndiv) + gr.ef + sh.ef + th.ef,flow,BG,Decomposition,NA,NA,SOM,BG.Omnivores,Decomposition by BG Omnivores
SOM_BG.Omnivores,gr.ef,0.052,0.22701238468404802,0.0530422513782723,3.8707446510885637,0.7978218953135032,0.22317957339613723,0.026375374650372797,0,log(SOM_BG.Omnivores) ~ block + gr.ef + log2(sowndiv) + leg.ef + sh.ef + th.ef,flow,BG,Decomposition,NA,NA,SOM,BG.Omnivores,Decomposition by BG Omnivores
SOM_BG.Omnivores,sh.ef,0.039,0.22701238468404797,0.09506476772952012,2.862262188600465,0.6689237688101094,0.1881330396221308,0.022268482370401594,0,log(SOM_BG.Omnivores) ~ block + sh.ef + log2(sowndiv) + leg.ef + gr.ef + th.ef,flow,BG,Decomposition,NA,NA,SOM,BG.Omnivores,Decomposition by BG Omnivores
SOM_BG.Omnivores,th.ef,0,0.2270123846840479,0.9508227593793601,0.0038306166753798014,-0.02467513995019864,-0.006935704588478808,-8.178568208887229e-4,0,log(SOM_BG.Omnivores) ~ block + th.ef + log2(sowndiv) + leg.ef + gr.ef + sh.ef,flow,BG,Decomposition,NA,NA,SOM,BG.Omnivores,Decomposition by BG Omnivores
SOM_BG.Omnivores,FDis_pa,0.038,0.2564841144192603,0.10023508101130543,2.7746832602688594,8.780888100553867,1.7302016790151908,0.02307758482511591,0,log(SOM_BG.Omnivores) ~ block + FDis_pa + log2(sowndiv) + leg.ef + gr.ef + sh.ef + th.ef,flow,BG,Decomposition,NA,NA,SOM,BG.Omnivores,Decomposition by BG Omnivores
SOM_BG.Omnivores,FDis,0.056,0.17044860353898397,0.039980074245711955,4.371440781046426,13.49864557968534,3.1874977515622502,0.046393515016013784,-0.09999999999999987,(SOM_BG.Omnivores ^ lambda -1)/lambda ~ block + FDis + log2(sowndiv),flow,BG,Decomposition,NA,NA,SOM,BG.Omnivores,Decomposition by BG Omnivores
SOM_BG.Omnivores,FDbranch,0.005,0.09315594218492353,0.5383991753488265,0.38201509528213407,0.04651194014963347,0.014198373920303596,0.009366176874995219,-0.09999999999999987,(SOM_BG.Omnivores ^ lambda -1)/lambda ~ block + FDbranch,flow,BG,Decomposition,NA,NA,SOM,BG.Omnivores,Decomposition by BG Omnivores
Soil.Microorganisms_BG.Omnivores,sowndiv,0.003,0.18348632089439298,0.6636979223164041,0.19065394044554937,0.01920993474521216,1.7834302203055657e-4,0.041170284513787424,0.30000000000000027,(Soil.Microorganisms_BG.Omnivores ^ lambda -1)/lambda ~ block + log2(sowndiv) + leg.ef + gr.ef + sh.ef + th.ef,flow,BG,Predation,NA,NA,Soil.Microorganisms,BG.Omnivores,Predation of soil microorganisms by BG Omnivores
Soil.Microorganisms_BG.Omnivores,numfg,0.013,0.15200843987891907,0.3247763382016018,0.9826477540260883,0.059940903224183995,0.0058603589605358275,0.12142955221424157,0.30000000000000027,(Soil.Microorganisms_BG.Omnivores ^ lambda -1)/lambda ~ block + numfg + log2(sowndiv),flow,BG,Predation,NA,NA,Soil.Microorganisms,BG.Omnivores,Predation of soil microorganisms by BG Omnivores
Soil.Microorganisms_BG.Omnivores,leg.ef,0.004,0.18348632089439304,0.6139542963852707,0.25671738789402776,-0.06065447722228127,-0.005682584043080599,-0.05095348351350698,0.30000000000000027,(Soil.Microorganisms_BG.Omnivores ^ lambda -1)/lambda ~ block + leg.ef + log2(sowndiv) + gr.ef + sh.ef + th.ef,flow,BG,Predation,NA,NA,Soil.Microorganisms,BG.Omnivores,Predation of soil microorganisms by BG Omnivores
Soil.Microorganisms_BG.Omnivores,gr.ef,0.027,0.18348632089439312,0.1658167769907921,1.9604802905082377,0.1779230922530907,0.01642399072259029,0.14726742871994974,0.30000000000000027,(Soil.Microorganisms_BG.Omnivores ^ lambda -1)/lambda ~ block + gr.ef + log2(sowndiv) + leg.ef + sh.ef + th.ef,flow,BG,Predation,NA,NA,Soil.Microorganisms,BG.Omnivores,Predation of soil microorganisms by BG Omnivores
Soil.Microorganisms_BG.Omnivores,sh.ef,0.009,0.18348632089439307,0.4122085169852989,0.6804095204381964,0.10219967154599525,0.009491557439340118,0.08524066850606969,0.30000000000000027,(Soil.Microorganisms_BG.Omnivores ^ lambda -1)/lambda ~ block + sh.ef + log2(sowndiv) + leg.ef + gr.ef + th.ef,flow,BG,Predation,NA,NA,Soil.Microorganisms,BG.Omnivores,Predation of soil microorganisms by BG Omnivores
Soil.Microorganisms_BG.Omnivores,th.ef,0.001,0.18348632089439315,0.8380110657060753,0.04210280937977283,0.025634402724095857,0.002384528321291622,0.021334034685953445,0.30000000000000027,(Soil.Microorganisms_BG.Omnivores ^ lambda -1)/lambda ~ block + th.ef + log2(sowndiv) + leg.ef + gr.ef + sh.ef,flow,BG,Predation,NA,NA,Soil.Microorganisms,BG.Omnivores,Predation of soil microorganisms by BG Omnivores
Soil.Microorganisms_BG.Omnivores,FDis_pa,0.008,0.1902798758849346,0.4460417266103156,0.5873002722485471,1.285378705290314,0.10585056255478162,0.107120012868862,0.30000000000000027,(Soil.Microorganisms_BG.Omnivores ^ lambda -1)/lambda ~ block + FDis_pa + log2(sowndiv) + leg.ef + gr.ef + sh.ef + th.ef,flow,BG,Predation,NA,NA,Soil.Microorganisms,BG.Omnivores,Predation of soil microorganisms by BG Omnivores
Soil.Microorganisms_BG.Omnivores,FDis,0.008,0.14766297203053813,0.44090806908041014,0.6003638988029409,1.3752686716213165,0.12658848721128851,0.1397929983222741,0.30000000000000027,(Soil.Microorganisms_BG.Omnivores ^ lambda -1)/lambda ~ block + FDis + log2(sowndiv),flow,BG,Predation,NA,NA,Soil.Microorganisms,BG.Omnivores,Predation of soil microorganisms by BG Omnivores
Soil.Microorganisms_BG.Omnivores,FDbranch,0.001,0.11649017886737834,0.8423229553679356,0.03984561607384634,0.0040213529582293775,3.803282491827858e-4,0.019035581520281272,0.30000000000000027,(Soil.Microorganisms_BG.Omnivores ^ lambda -1)/lambda ~ block + FDbranch,flow,BG,Predation,NA,NA,Soil.Microorganisms,BG.Omnivores,Predation of soil microorganisms by BG Omnivores
Plants_SOM,sowndiv,0.031,0.19340707666103515,0.1393096093041737,2.235443345866555,0.28600457994823064,0.110350236822137,0.14788333216424798,0.30000000000000027,(Plants_SOM ^ lambda -1)/lambda ~ block + log2(sowndiv) + leg.ef + gr.ef + sh.ef + th.ef,flow,BG,Detritus_production,NA,NA,Plants,SOM,Plant root mortality
Plants_SOM,numfg,0,0.09574357067714934,0.9181817995424018,0.01062457876875278,0.028156128196597695,0.11011331728388878,0.01324519123243869,0.30000000000000027,(Plants_SOM ^ lambda -1)/lambda ~ block + numfg + log2(sowndiv),flow,BG,Detritus_production,NA,NA,Plants,SOM,Plant root mortality
Plants_SOM,leg.ef,0.003,0.1934070766610352,0.6584876015919781,0.19701911555703536,-0.23103488507775932,-0.9022715662728169,-0.046965991583512286,0.30000000000000027,(Plants_SOM ^ lambda -1)/lambda ~ block + leg.ef + log2(sowndiv) + gr.ef + sh.ef + th.ef,flow,BG,Detritus_production,NA,NA,Plants,SOM,Plant root mortality
Plants_SOM,gr.ef,0.053,0.19340707666103518,0.050385603341552676,3.96211614418029,1.0997724493236214,4.229751226266371,0.22017147377678822,0.30000000000000027,(Plants_SOM ^ lambda -1)/lambda ~ block + gr.ef + log2(sowndiv) + leg.ef + sh.ef + th.ef,flow,BG,Detritus_production,NA,NA,Plants,SOM,Plant root mortality
Plants_SOM,sh.ef,0.002,0.1934070766610352,0.7284393868643757,0.1215050310119724,0.1877801132520424,0.7294798401690405,0.03803127386675798,0.30000000000000027,(Plants_SOM ^ lambda -1)/lambda ~ block + sh.ef + log2(sowndiv) + leg.ef + gr.ef + th.ef,flow,BG,Detritus_production,NA,NA,Plants,SOM,Plant root mortality
Plants_SOM,th.ef,0.044,0.1934070766610353,0.0748125997210426,3.269532383825742,-0.9821970916526918,-3.909374360806429,-0.2030467224949983,0.30000000000000027,(Plants_SOM ^ lambda -1)/lambda ~ block + th.ef + log2(sowndiv) + leg.ef + gr.ef + sh.ef,flow,BG,Detritus_production,NA,NA,Plants,SOM,Plant root mortality
Plants_SOM,FDis_pa,0.08,0.257860556845827,0.016131030611212505,6.079374509135409,17.32002143492371,48.5555944417399,0.28525609486627146,0.30000000000000027,(Plants_SOM ^ lambda -1)/lambda ~ block + FDis_pa + log2(sowndiv) + leg.ef + gr.ef + sh.ef + th.ef,flow,BG,Detritus_production,NA,NA,Plants,SOM,Plant root mortality
Plants_SOM,FDis,0.046,0.13691227138630385,0.06380634996808512,3.5408812972543013,14.702812815958191,50.28530604408066,0.32236695650347186,0.30000000000000027,(Plants_SOM ^ lambda -1)/lambda ~ block + FDis + log2(sowndiv),flow,BG,Detritus_production,NA,NA,Plants,SOM,Plant root mortality
Plants_SOM,FDbranch,0.014,0.059238223204703226,0.3014323396445361,1.0827214268695096,0.09462744476480701,0.4210224076252981,0.12232943963735114,0.30000000000000027,(Plants_SOM ^ lambda -1)/lambda ~ block + FDbranch,flow,BG,Detritus_production,NA,NA,Plants,SOM,Plant root mortality
BG.Carnivores_SOM,sowndiv,0.002,0.2658483317071939,0.7316163710895844,0.11856273044454356,0.02745648291027312,0.0034305135739557007,0.02510580471731571,0.10000000000000009,(BG.Carnivores_SOM ^ lambda -1)/lambda ~ block + log2(sowndiv) + leg.ef + gr.ef + sh.ef + th.ef,flow,BG,Detritus_production,NA,NA,BG.Carnivores,SOM,Excretion and natural mortality of
BG.Carnivores_SOM,numfg,0.01,0.11494639455047913,0.38932060474306973,0.7498563708567988,0.1022489989594365,0.13117594328052173,0.08616713011140813,0.10000000000000009,(BG.Carnivores_SOM ^ lambda -1)/lambda ~ block + numfg + log2(sowndiv),flow,BG,Detritus_production,NA,NA,BG.Carnivores,SOM,Excretion and natural mortality of
BG.Carnivores_SOM,leg.ef,0.154,0.26584833170719385,6.002439335267796e-4,12.904866006482747,0.7794347833940558,0.9680911847733215,0.275189295350503,0.10000000000000009,(BG.Carnivores_SOM ^ lambda -1)/lambda ~ block + leg.ef + log2(sowndiv) + gr.ef + sh.ef + th.ef,flow,BG,Detritus_production,NA,NA,BG.Carnivores,SOM,Excretion and natural mortality of
BG.Carnivores_SOM,gr.ef,0.029,0.2658483317071938,0.15239714566286833,2.0927796233958125,0.3331813154043494,0.41405454983681533,0.11769901595885596,0.10000000000000009,(BG.Carnivores_SOM ^ lambda -1)/lambda ~ block + gr.ef + log2(sowndiv) + leg.ef + sh.ef + th.ef,flow,BG,Detritus_production,NA,NA,BG.Carnivores,SOM,Excretion and natural mortality of
BG.Carnivores_SOM,sh.ef,0.031,0.2658483317071939,0.13771080331947366,2.2539201711827945,-0.33713309386168533,-0.42675921088702706,-0.12150090917642022,0.10000000000000009,(BG.Carnivores_SOM ^ lambda -1)/lambda ~ block + sh.ef + log2(sowndiv) + leg.ef + gr.ef + th.ef,flow,BG,Detritus_production,NA,NA,BG.Carnivores,SOM,Excretion and natural mortality of
BG.Carnivores_SOM,th.ef,0.044,0.265848331707194,0.07330249216119725,3.3046563591210747,-0.4116220482786829,-0.5274601974558364,-0.14960546641338549,0.10000000000000009,(BG.Carnivores_SOM ^ lambda -1)/lambda ~ block + th.ef + log2(sowndiv) + leg.ef + gr.ef + sh.ef,flow,BG,Detritus_production,NA,NA,BG.Carnivores,SOM,Excretion and natural mortality of
BG.Carnivores_SOM,FDis_pa,0,0.26606719744180757,0.8855360905617611,0.020874665050474462,0.4409893380213267,0.5417230330824806,0.01737968915681134,0.10000000000000009,(BG.Carnivores_SOM ^ lambda -1)/lambda ~ block + FDis_pa + log2(sowndiv) + leg.ef + gr.ef + sh.ef + th.ef,flow,BG,Detritus_production,NA,NA,BG.Carnivores,SOM,Excretion and natural mortality of
BG.Carnivores_SOM,FDis,0.001,0.10683292855883306,0.7908664746918073,0.07083400545903269,0.92431178139913,1.1662567963226416,0.04082936777495523,0.10000000000000009,(BG.Carnivores_SOM ^ lambda -1)/lambda ~ block + FDis + log2(sowndiv),flow,BG,Detritus_production,NA,NA,BG.Carnivores,SOM,Excretion and natural mortality of
BG.Carnivores_SOM,FDbranch,0,0.0943480741027663,0.9344286215563498,0.006814639735543338,0.0032183627042728803,0.004002691662256089,0.006351070864698807,0.10000000000000009,(BG.Carnivores_SOM ^ lambda -1)/lambda ~ block + FDbranch,flow,BG,Detritus_production,NA,NA,BG.Carnivores,SOM,Excretion and natural mortality of
BG.Herbivores_SOM,sowndiv,0.004,0.0711498898657601,0.5878594506188553,0.2963913161927873,0.14739990836532896,1.559410818313542e-4,0.002807128469342535,-0.19999999999999996,(BG.Herbivores_SOM ^ lambda -1)/lambda ~ block + log2(sowndiv) + leg.ef + gr.ef + sh.ef + th.ef,flow,BG,Detritus_production,NA,NA,BG.Herbivores,SOM,Excretion and natural mortality of BG Herbivores
BG.Herbivores_SOM,numfg,0.001,0.027247222433373804,0.8211627421192157,0.05146276511551764,-0.08477089659255149,-8.8752602730261e-4,-0.0014340202107760566,-0.19999999999999996,(BG.Herbivores_SOM ^ lambda -1)/lambda ~ block + numfg + log2(sowndiv),flow,BG,Detritus_production,NA,NA,BG.Herbivores,SOM,Excretion and natural mortality of BG Herbivores
BG.Herbivores_SOM,leg.ef,0.018,0.07114988986576014,0.2580703721881862,1.2998597371872778,-0.8399335837844571,-0.009163880648612163,-0.0064073940934019046,-0.19999999999999996,(BG.Herbivores_SOM ^ lambda -1)/lambda ~ block + leg.ef + log2(sowndiv) + gr.ef + sh.ef + th.ef,flow,BG,Detritus_production,NA,NA,BG.Herbivores,SOM,Excretion and natural mortality of BG Herbivores
BG.Herbivores_SOM,gr.ef,0,0.07114988986576008,0.9767285722084242,8.569392625333228e-4,-0.022892202422497114,-2.4282298794364374e-4,-1.6978206486440158e-4,-0.19999999999999996,(BG.Herbivores_SOM ^ lambda -1)/lambda ~ block + gr.ef + log2(sowndiv) + leg.ef + sh.ef + th.ef,flow,BG,Detritus_production,NA,NA,BG.Herbivores,SOM,Excretion and natural mortality of BG Herbivores
BG.Herbivores_SOM,sh.ef,0.02,0.0711498898657601,0.23573701482214884,1.430036807730187,0.9117995977486931,0.009666205590560906,0.006769231923307521,-0.19999999999999996,(BG.Herbivores_SOM ^ lambda -1)/lambda ~ block + sh.ef + log2(sowndiv) + leg.ef + gr.ef + th.ef,flow,BG,Detritus_production,NA,NA,BG.Herbivores,SOM,Excretion and natural mortality of BG Herbivores
BG.Herbivores_SOM,th.ef,0.004,0.07114988986576015,0.582127201926938,0.3056032522234635,-0.4250187894495476,-0.004573034703080223,-0.0031904284412247667,-0.19999999999999996,(BG.Herbivores_SOM ^ lambda -1)/lambda ~ block + th.ef + log2(sowndiv) + leg.ef + gr.ef + sh.ef,flow,BG,Detritus_production,NA,NA,BG.Herbivores,SOM,Excretion and natural mortality of BG Herbivores
BG.Herbivores_SOM,FDis_pa,0.009,0.07914586865433126,0.4382358268656995,0.6078253831386402,8.046161826210062,0.06998656696228246,0.005522886721100285,-0.19999999999999996,(BG.Herbivores_SOM ^ lambda -1)/lambda ~ block + FDis_pa + log2(sowndiv) + leg.ef + gr.ef + sh.ef + th.ef,flow,BG,Detritus_production,NA,NA,BG.Herbivores,SOM,Excretion and natural mortality of BG Herbivores
BG.Herbivores_SOM,FDis,0,0.026597322663003006,0.9642573305677404,0.0020217375046909887,0.492100303110083,0.005088619388354373,4.3819273962560903e-4,-0.19999999999999996,(BG.Herbivores_SOM ^ lambda -1)/lambda ~ block + FDis + log2(sowndiv),flow,BG,Detritus_production,NA,NA,BG.Herbivores,SOM,Excretion and natural mortality of BG Herbivores
BG.Herbivores_SOM,FDbranch,0.004,0.026792197084920456,0.5710228744349388,0.32381721039950573,0.06942236063237202,8.987532349044322e-4,0.0035076966682931476,-0.19999999999999996,(BG.Herbivores_SOM ^ lambda -1)/lambda ~ block + FDbranch,flow,BG,Detritus_production,NA,NA,BG.Herbivores,SOM,Excretion and natural mortality of BG Herbivores
BG.Decomposers_SOM,sowndiv,0.009,0.10166119908925572,0.41758196338778364,0.6648439015724488,0.11364330646674475,0.0665395149454065,0.04233213273597528,0.10000000000000009,(BG.Decomposers_SOM ^ lambda -1)/lambda ~ block + log2(sowndiv) + leg.ef + gr.ef + sh.ef + th.ef,flow,BG,Detritus_production,NA,NA,BG.Decomposers,SOM,Excretion and natural mortality of BG Decomposers
BG.Decomposers_SOM,numfg,0.021,0.09053715744950498,0.21089468616142062,1.592765723841794,-0.23869300315008415,-1.3367363389274753,-0.07633236202280187,0.10000000000000009,(BG.Decomposers_SOM ^ lambda -1)/lambda ~ block + numfg + log2(sowndiv),flow,BG,Detritus_production,NA,NA,BG.Decomposers,SOM,Excretion and natural mortality of BG Decomposers
BG.Decomposers_SOM,leg.ef,0.016,0.10166119908925575,0.2822047820081576,1.1742064028419594,-0.4109495063411792,-2.453853005476505,-0.060637226429546505,0.10000000000000009,(BG.Decomposers_SOM ^ lambda -1)/lambda ~ block + leg.ef + log2(sowndiv) + gr.ef + sh.ef + th.ef,flow,BG,Detritus_production,NA,NA,BG.Decomposers,SOM,Excretion and natural mortality of BG Decomposers
BG.Decomposers_SOM,gr.ef,0,0.10166119908925571,0.9662992872105943,0.0017977124981788202,-0.01706837657969036,-0.10047034385266862,-0.0024827253205681045,0.10000000000000009,(BG.Decomposers_SOM ^ lambda -1)/lambda ~ block + gr.ef + log2(sowndiv) + leg.ef + sh.ef + th.ef,flow,BG,Detritus_production,NA,NA,BG.Decomposers,SOM,Excretion and natural mortality of BG Decomposers
BG.Decomposers_SOM,sh.ef,0.002,0.10166119908925572,0.6954831937303618,0.15446376864769415,-0.1542618879240804,-0.9106322441999648,-0.02253798899921203,0.10000000000000009,(BG.Decomposers_SOM ^ lambda -1)/lambda ~ block + sh.ef + log2(sowndiv) + leg.ef + gr.ef + th.ef,flow,BG,Detritus_production,NA,NA,BG.Decomposers,SOM,Excretion and natural mortality of BG Decomposers
BG.Decomposers_SOM,th.ef,0.012,0.10166119908925572,0.3518979288822264,0.8781048384882837,-0.37087014129146806,-2.218255122844927,-0.05469464109525112,0.10000000000000009,(BG.Decomposers_SOM ^ lambda -1)/lambda ~ block + th.ef + log2(sowndiv) + leg.ef + gr.ef + sh.ef,flow,BG,Detritus_production,NA,NA,BG.Decomposers,SOM,Excretion and natural mortality of BG Decomposers
BG.Decomposers_SOM,FDis_pa,0.016,0.11592073526628978,0.2916306590390481,1.1290475551341357,5.6244223568789,27.274739229765043,0.07606779450044605,0.10000000000000009,(BG.Decomposers_SOM ^ lambda -1)/lambda ~ block + FDis_pa + log2(sowndiv) + leg.ef + gr.ef + sh.ef + th.ef,flow,BG,Detritus_production,NA,NA,BG.Decomposers,SOM,Excretion and natural mortality of BG Decomposers
BG.Decomposers_SOM,FDis,0.007,0.07763177749090383,0.4667790123455162,0.535104217319026,4.079327878711523,20.708992393676894,0.06302501393580641,0.10000000000000009,(BG.Decomposers_SOM ^ lambda -1)/lambda ~ block + FDis + log2(sowndiv),flow,BG,Detritus_production,NA,NA,BG.Decomposers,SOM,Excretion and natural mortality of BG Decomposers
BG.Decomposers_SOM,FDbranch,0.002,0.07260428789427753,0.710961026099328,0.13836476871598166,-0.023188048764675465,-0.1132356888035076,-0.01561901573792646,0.10000000000000009,(BG.Decomposers_SOM ^ lambda -1)/lambda ~ block + FDbranch,flow,BG,Detritus_production,NA,NA,BG.Decomposers,SOM,Excretion and natural mortality of BG Decomposers
BG.Omnivores_SOM,sowndiv,0.008,0.26383014658572185,0.4480625124640545,0.5819852432196222,0.06547779667260457,0.0022408363957422133,0.00964840209752902,-0.19999999999999996,(BG.Omnivores_SOM ^ lambda -1)/lambda ~ block + log2(sowndiv) + leg.ef + gr.ef + sh.ef + th.ef,flow,BG,Detritus_production,NA,NA,BG.Omnivores,SOM,Excretion and natural mortality of BG Omnivores
BG.Omnivores_SOM,numfg,0.016,0.09743291163898946,0.2796196091866496,1.186259664746683,0.1396001886918719,0.05101789141368612,0.019716970115781746,-0.19999999999999996,(BG.Omnivores_SOM ^ lambda -1)/lambda ~ block + numfg + log2(sowndiv),flow,BG,Detritus_production,NA,NA,BG.Omnivores,SOM,Excretion and natural mortality of BG Omnivores
BG.Omnivores_SOM,leg.ef,0.001,0.26383014658572174,0.8049385458445395,0.06144719606514216,-0.057892370150326125,-0.019925540289494337,-0.0033323884254840776,-0.19999999999999996,(BG.Omnivores_SOM ^ lambda -1)/lambda ~ block + leg.ef + log2(sowndiv) + gr.ef + sh.ef + th.ef,flow,BG,Detritus_production,NA,NA,BG.Omnivores,SOM,Excretion and natural mortality of BG Omnivores
BG.Omnivores_SOM,gr.ef,0.154,0.2638301465857219,6.043906512647821e-4,12.889618907982953,0.8900331653451177,0.307148023467291,0.05136806849108969,-0.19999999999999996,(BG.Omnivores_SOM ^ lambda -1)/lambda ~ block + gr.ef + log2(sowndiv) + leg.ef + sh.ef + th.ef,flow,BG,Detritus_production,NA,NA,BG.Omnivores,SOM,Excretion and natural mortality of BG Omnivores
BG.Omnivores_SOM,sh.ef,0.003,0.26383014658572185,0.6481407229332323,0.21003364311236436,0.11077552468271692,0.037954892477707836,0.006357620936148141,-0.19999999999999996,(BG.Omnivores_SOM ^ lambda -1)/lambda ~ block + sh.ef + log2(sowndiv) + leg.ef + gr.ef + th.ef,flow,BG,Detritus_production,NA,NA,BG.Omnivores,SOM,Excretion and natural mortality of BG Omnivores
BG.Omnivores_SOM,th.ef,0.035,0.2638301465857218,0.1147498384526963,2.5497999829258946,-0.38918473337651593,-0.13730054740509834,-0.02291185639375072,-0.19999999999999996,(BG.Omnivores_SOM ^ lambda -1)/lambda ~ block + th.ef + log2(sowndiv) + leg.ef + gr.ef + sh.ef,flow,BG,Detritus_production,NA,NA,BG.Omnivores,SOM,Excretion and natural mortality of BG Omnivores
BG.Omnivores_SOM,FDis_pa,0.021,0.27939047115588533,0.2230223492387505,1.5115297207609775,3.9968667599197802,1.1481883770935903,0.02167245400498939,-0.19999999999999996,(BG.Omnivores_SOM ^ lambda -1)/lambda ~ block + FDis_pa + log2(sowndiv) + leg.ef + gr.ef + sh.ef + th.ef,flow,BG,Detritus_production,NA,NA,BG.Omnivores,SOM,Excretion and natural mortality of BG Omnivores
BG.Omnivores_SOM,FDis,0.017,0.09818281142316572,0.267400558058806,1.248780273812232,4.191839526521244,1.4057913629186427,0.028955400656099032,-0.19999999999999996,(BG.Omnivores_SOM ^ lambda -1)/lambda ~ block + FDis + log2(sowndiv),flow,BG,Detritus_production,NA,NA,BG.Omnivores,SOM,Excretion and natural mortality of BG Omnivores
BG.Omnivores_SOM,FDbranch,0.023,0.05929525051510348,0.18966911644336854,1.751815367387198,0.05652946243110912,0.027927131705305686,0.02607062216874917,-0.19999999999999996,(BG.Omnivores_SOM ^ lambda -1)/lambda ~ block + FDbranch,flow,BG,Detritus_production,NA,NA,BG.Omnivores,SOM,Excretion and natural mortality of BG Omnivores
AG.Litter_SOM,sowndiv,0.003,0.10820122792231045,0.6727614839679843,0.1798767346068039,0.06451692690365847,0.01501856397321761,0.04682191867988055,0.40000000000000036,(AG.Litter_SOM ^ lambda -1)/lambda ~ block + log2(sowndiv) + leg.ef + gr.ef + sh.ef + th.ef,flow,BG,Detritus_production,NA,NA,AG.Litter,SOM,Fauna burial activity (mechanical transfer and transformation of aboveground into belowground subnetwork)
AG.Litter_SOM,numfg,0.009,0.04201013670463772,0.41851168915868675,0.66186685710875,-0.17299192643487302,-0.39349406994043673,-0.11011118024552002,0.40000000000000036,(AG.Litter_SOM ^ lambda -1)/lambda ~ block + numfg + log2(sowndiv),flow,BG,Detritus_production,NA,NA,AG.Litter,SOM,Fauna burial activity (mechanical transfer and transformation of aboveground into belowground subnetwork)
AG.Litter_SOM,leg.ef,0.029,0.10820122792231036,0.147621054751851,2.1431515251171067,0.6059612302414548,1.4041002012973465,0.1700274985353905,0.40000000000000036,(AG.Litter_SOM ^ lambda -1)/lambda ~ block + leg.ef + log2(sowndiv) + gr.ef + sh.ef + th.ef,flow,BG,Detritus_production,NA,NA,AG.Litter,SOM,Fauna burial activity (mechanical transfer and transformation of aboveground into belowground subnetwork)
AG.Litter_SOM,gr.ef,0.014,0.10820122792231049,0.3112595057877688,1.0401056260423847,-0.4480979724958572,-1.0521163932730113,-0.12740452451399087,0.40000000000000036,(AG.Litter_SOM ^ lambda -1)/lambda ~ block + gr.ef + log2(sowndiv) + leg.ef + sh.ef + th.ef,flow,BG,Detritus_production,NA,NA,AG.Litter,SOM,Fauna burial activity (mechanical transfer and transformation of aboveground into belowground subnetwork)
AG.Litter_SOM,sh.ef,0.015,0.10820122792231042,0.2976787291855928,1.1006630999128613,-0.4494430727964184,-1.0532822106787707,-0.12774595778524409,0.40000000000000036,(AG.Litter_SOM ^ lambda -1)/lambda ~ block + sh.ef + log2(sowndiv) + leg.ef + gr.ef + th.ef,flow,BG,Detritus_production,NA,NA,AG.Litter,SOM,Fauna burial activity (mechanical transfer and transformation of aboveground into belowground subnetwork)
