response,predictor,r2_part,R2_model,p,estimate,effect_size,effect_size_st,lambda,formula
BG.Herbivores.Stock,sh.ef,0.019,0.06455011486110333,0.24106385241486283,0.7526192811324004,0.021578991604292545,0.007225556930534396,-0.19999999999999996,(BG.Herbivores.Stock ^ lambda -1)/lambda ~ block + sh.ef + sowndiv + leg.ef + gr.ef + th.ef
BG.Herbivores.Stock,th.ef,0.006,0.06455011486110337,0.5189240847244945,0.11521925689070102,-0.012146857816043952,-0.004051961163897228,-0.19999999999999996,(BG.Herbivores.Stock ^ lambda -1)/lambda ~ block + th.ef + sowndiv + leg.ef + gr.ef + sh.ef
BG.Carnivores.Stock,sowndiv,0.002,0.2654915515639509,0.7344993284812673,0.8127804582857489,0.046111415845275824,0.030551613793547112,0.10000000000000009,(BG.Carnivores.Stock ^ lambda -1)/lambda ~ block + sowndiv + leg.ef + gr.ef + sh.ef + th.ef
BG.Carnivores.Stock,numfg,0.01,0.11536802153946037,0.3913270190771393,-0.7112799692488156,0.17502541475932584,0.08408350139236007,0.10000000000000009,(BG.Carnivores.Stock ^ lambda -1)/lambda ~ block + numfg + sowndiv
BG.Carnivores.Stock,leg.ef,0.153,0.26549155156395077,6.321812783916436e-4,-0.6381675681577651,1.282551407919474,0.2666320135919673,0.10000000000000009,(BG.Carnivores.Stock ^ lambda -1)/lambda ~ block + leg.ef + sowndiv + gr.ef + sh.ef + th.ef
BG.Carnivores.Stock,gr.ef,0.029,0.26549155156395077,0.14972256687116625,-0.7316253738995052,0.5546658986126425,0.11531053219753071,0.10000000000000009,(BG.Carnivores.Stock ^ lambda -1)/lambda ~ block + gr.ef + sowndiv + leg.ef + sh.ef + th.ef
BG.Carnivores.Stock,sh.ef,0.031,0.2654915515639507,0.13785122462610758,-0.347380371689924,-0.5677303099421123,-0.11821183129216849,0.10000000000000009,(BG.Carnivores.Stock ^ lambda -1)/lambda ~ block + sh.ef + sowndiv + leg.ef + gr.ef + th.ef
BG.Carnivores.Stock,th.ef,0.045,0.2654915515639509,0.07289607572635813,0.02798501575137834,-0.703018039202076,-0.1458298665986319,0.10000000000000009,(BG.Carnivores.Stock ^ lambda -1)/lambda ~ block + th.ef + sowndiv + leg.ef + gr.ef + sh.ef
BG.Omnivores.Stock,sowndiv,0.009,0.262848200687427,0.43318596879246685,-0.5008487379095399,0.04255603288840179,0.011491673004021881,-0.19999999999999996,(BG.Omnivores.Stock ^ lambda -1)/lambda ~ block + sowndiv + leg.ef + gr.ef + sh.ef + th.ef
BG.Omnivores.Stock,numfg,0.015,0.09612747338825806,0.29695244746538757,-0.08334781115151074,0.08398614204459261,0.0164442371230069,-0.19999999999999996,(BG.Omnivores.Stock ^ lambda -1)/lambda ~ block + numfg + sowndiv
BG.Omnivores.Stock,leg.ef,0.001,0.2628482006874269,0.7944877194688975,-0.5107480857329946,-0.03628645452031787,-0.003074528142035778,-0.19999999999999996,(BG.Omnivores.Stock ^ lambda -1)/lambda ~ block + leg.ef + sowndiv + gr.ef + sh.ef + th.ef
