"","flux","sowndiv","leg.ef","gr.ef","sh.ef","th.ef","numfg"
"1","root.StandBiom",6.47498720171786e-06,0.000622597531241894,0.0396518034363962,0.292805106785086,0.959987694311612,0.905642563249482
"2","shoot.StandBiom",7.20933607953022e-06,0.00915761156503123,0.155750199624408,0.0326694063411544,0.35487139634342,0.914984881370196
